month,year,state,mw,tipmw
2,2022,56,7.25,2.13
3,2022,56,7.25,2.13
4,2022,56,7.25,2.13
5,2022,56,7.25,2.13
6,2022,56,7.25,2.13
7,2022,56,7.25,2.13
8,2022,56,7.25,2.13
9,2022,56,7.25,2.13
10,2022,56,7.25,2.13
11,2022,56,7.25,2.13
12,2022,56,7.25,2.13
1,2023,56,7.25,2.13
2,2023,56,7.25,2.13
3,2023,56,7.25,2.13
4,2023,56,7.25,2.13
5,2023,56,7.25,2.13
6,2023,56,7.25,2.13
7,2023,56,7.25,2.13
8,2023,56,7.25,2.13
9,2023,56,7.25,2.13
10,2023,56,7.25,2.13
11,2023,56,7.25,2.13
12,2023,56,7.25,2.13
1,2024,56,7.25,2.13
2,2024,56,7.25,2.13
3,2024,56,7.25,2.13
4,2024,56,7.25,2.13
5,2024,56,7.25,2.13
6,2024,56,7.25,2.13
7,2024,56,7.25,2.13
8,2024,56,7.25,2.13
9,2024,56,7.25,2.13
10,2024,56,7.25,2.13
11,2024,56,7.25,2.13
12,2024,56,7.25,2.13
1,2025,56,7.25,2.13
2,2025,56,7.25,2.13
3,2025,56,7.25,2.13
4,2025,56,7.25,2.13
5,2025,56,7.25,2.13
6,2025,56,7.25,2.13
7,2025,56,7.25,2.13
8,2025,56,7.25,2.13
9,2025,56,7.25,2.13
10,2025,56,7.25,2.13
11,2025,56,7.25,2.13
12,2025,56,7.25,2.13
1,2026,56,7.25,2.13
2,2026,56,7.25,2.13
3,2026,56,7.25,2.13
4,2026,56,7.25,2.13
5,2026,56,7.25,2.13
6,2026,56,7.25,2.13
7,2026,56,7.25,2.13
8,2026,56,7.25,2.13
9,2026,56,7.25,2.13
10,2026,56,7.25,2.13
11,2026,56,7.25,2.13
12,2026,56,7.25,2.13
1,2009,57,6.55,2.13
2,2009,57,6.55,2.13
3,2009,57,6.55,2.13
4,2009,57,6.55,2.13
5,2009,57,6.55,2.13
6,2009,57,6.55,2.13
7,2009,57,7.25,2.13
8,2009,57,7.25,2.13
9,2009,57,7.25,2.13
10,2009,57,7.25,2.13
11,2009,57,7.25,2.13
12,2009,57,7.25,2.13
1,2010,57,7.25,2.13
2,2010,57,7.25,2.13
3,2010,57,7.25,2.13
4,2010,57,7.25,2.13
5,2010,57,7.25,2.13
6,2010,57,7.25,2.13
7,2010,57,7.25,2.13
8,2010,57,7.25,2.13
9,2010,57,7.25,2.13
10,2010,57,7.25,2.13
11,2010,57,7.25,2.13
12,2010,57,7.25,2.13
1,2011,57,7.25,2.13
2,2011,57,7.25,2.13
3,2011,57,7.25,2.13
4,2011,57,7.25,2.13
5,2011,57,7.25,2.13
6,2011,57,7.25,2.13
7,2011,57,7.25,2.13
8,2011,57,7.25,2.13
9,2011,57,7.25,2.13
10,2011,57,7.25,2.13
11,2011,57,7.25,2.13
12,2011,57,7.25,2.13
1,2012,57,7.25,2.13
2,2012,57,7.25,2.13
3,2012,57,7.25,2.13
4,2012,57,7.25,2.13
5,2012,57,7.25,2.13
6,2012,57,7.25,2.13
7,2012,57,7.25,2.13
8,2012,57,7.25,2.13
9,2012,57,7.25,2.13
10,2012,57,7.25,2.13
11,2012,57,7.25,2.13
12,2012,57,7.25,2.13
1,2013,57,7.25,2.13
2,2013,57,7.25,2.13
3,2013,57,7.25,2.13
4,2013,57,7.25,2.13
5,2013,57,7.25,2.13
6,2013,57,7.25,2.13
7,2013,57,7.25,2.13
8,2013,57,7.25,2.13
9,2013,57,7.25,2.13
10,2013,57,7.25,2.13
11,2013,57,7.25,2.13
12,2013,57,7.25,2.13
1,2014,57,7.25,2.13
2,2014,57,7.25,2.13
3,2014,57,7.25,2.13
4,2014,57,7.25,2.13
5,2014,57,7.25,2.13
6,2014,57,7.25,2.13
7,2014,57,7.25,2.13
8,2014,57,7.25,2.13
9,2014,57,7.25,2.13
10,2014,57,7.25,2.13
11,2014,57,7.25,2.13
12,2014,57,7.25,2.13
1,2015,57,7.25,2.13
2,2015,57,7.25,2.13
3,2015,57,7.25,2.13
4,2015,57,7.25,2.13
5,2015,57,7.25,2.13
6,2015,57,7.25,2.13
7,2015,57,7.25,2.13
8,2015,57,7.25,2.13
9,2015,57,7.25,2.13
10,2015,57,7.25,2.13
11,2015,57,7.25,2.13
12,2015,57,7.25,2.13
1,2016,57,7.25,2.13
2,2016,57,7.25,2.13
3,2016,57,7.25,2.13
4,2016,57,7.25,2.13
5,2016,57,7.25,2.13
6,2016,57,7.25,2.13
7,2016,57,7.25,2.13
8,2016,57,7.25,2.13
9,2016,57,7.25,2.13
10,2016,57,7.25,2.13
11,2016,57,7.25,2.13
12,2016,57,7.25,2.13
1,2017,57,7.25,2.13
2,2017,57,7.25,2.13
3,2017,57,7.25,2.13
4,2017,57,7.25,2.13
5,2017,57,7.25,2.13
6,2017,57,7.25,2.13
7,2017,57,7.25,2.13
8,2017,57,7.25,2.13
9,2017,57,7.25,2.13
10,2017,57,7.25,2.13
11,2017,57,7.25,2.13
12,2017,57,7.25,2.13
1,2018,57,7.25,2.13
2,2018,57,7.25,2.13
3,2018,57,7.25,2.13
4,2018,57,7.25,2.13
5,2018,57,7.25,2.13
6,2018,57,7.25,2.13
7,2018,57,7.25,2.13
8,2018,57,7.25,2.13
9,2018,57,7.25,2.13
10,2018,57,7.25,2.13
11,2018,57,7.25,2.13
12,2018,57,7.25,2.13
1,2019,57,7.25,2.13
2,2019,57,7.25,2.13
3,2019,57,7.25,2.13
4,2019,57,7.25,2.13
5,2019,57,7.25,2.13
6,2019,57,7.25,2.13
7,2019,57,7.25,2.13
8,2019,57,7.25,2.13
9,2019,57,7.25,2.13
10,2019,57,7.25,2.13
11,2019,57,7.25,2.13
12,2019,57,7.25,2.13
1,2020,57,7.25,2.13
2,2020,57,7.25,2.13
3,2020,57,7.25,2.13
4,2020,57,7.25,2.13
5,2020,57,7.25,2.13
6,2020,57,7.25,2.13
7,2020,57,7.25,2.13
8,2020,57,7.25,2.13
9,2020,57,7.25,2.13
10,2020,57,7.25,2.13
11,2020,57,7.25,2.13
12,2020,57,7.25,2.13
1,2021,57,7.25,2.13
2,2021,57,7.25,2.13
3,2021,57,7.25,2.13
4,2021,57,7.25,2.13
5,2021,57,7.25,2.13
6,2021,57,7.25,2.13
7,2021,57,7.25,2.13
8,2021,57,7.25,2.13
9,2021,57,7.25,2.13
10,2021,57,7.25,2.13
11,2021,57,7.25,2.13
12,2021,57,7.25,2.13
1,2022,57,7.25,2.13
2,2022,57,7.25,2.13
3,2022,57,7.25,2.13
4,2022,57,7.25,2.13
5,2022,57,7.25,2.13
6,2022,57,7.25,2.13
7,2022,57,7.25,2.13
8,2022,57,7.25,2.13
9,2022,57,7.25,2.13
10,2022,57,7.25,2.13
11,2022,57,7.25,2.13
12,2022,57,7.25,2.13
1,2023,57,7.25,2.13
2,2023,57,7.25,2.13
3,2023,57,7.25,2.13
4,2023,57,7.25,2.13
5,2023,57,7.25,2.13
6,2023,57,7.25,2.13
7,2023,57,7.25,2.13
8,2023,57,7.25,2.13
9,2023,57,7.25,2.13
10,2023,57,7.25,2.13
11,2023,57,7.25,2.13
12,2023,57,7.25,2.13
1,2024,57,7.25,2.13
2,2024,57,7.25,2.13
3,2024,57,7.25,2.13
4,2024,57,7.25,2.13
5,2024,57,7.25,2.13
6,2024,57,7.25,2.13
7,2024,57,7.25,2.13
8,2024,57,7.25,2.13
9,2024,57,7.25,2.13
10,2024,57,7.25,2.13
11,2024,57,7.25,2.13
12,2024,57,7.25,2.13
1,2025,57,7.25,2.13
2,2025,57,7.25,2.13
3,2025,57,7.25,2.13
4,2025,57,7.25,2.13
5,2025,57,7.25,2.13
6,2025,57,7.25,2.13
7,2025,57,7.25,2.13
8,2025,57,7.25,2.13
9,2025,57,7.25,2.13
10,2025,57,7.25,2.13
11,2025,57,7.25,2.13
12,2025,57,7.25,2.13
1,2026,57,7.25,2.13
2,2026,57,7.25,2.13
3,2026,57,7.25,2.13
4,2026,57,7.25,2.13
5,2026,57,7.25,2.13
6,2026,57,7.25,2.13
7,2026,57,7.25,2.13
8,2026,57,7.25,2.13
9,2026,57,7.25,2.13
10,2026,57,7.25,2.13
11,2026,57,7.25,2.13
12,2026,57,7.25,2.13
1,2009,58,6.55,2.13
2,2009,58,6.55,2.13
3,2009,58,6.55,2.13
4,2009,58,6.55,2.13
5,2009,58,6.55,2.13
6,2009,58,6.55,2.13
7,2009,58,7.25,2.13
8,2009,58,7.25,2.13
9,2009,58,7.25,2.13
10,2009,58,7.25,2.13
11,2009,58,7.25,2.13
12,2009,58,7.25,2.13
1,2010,58,7.25,2.13
2,2010,58,7.25,2.13
3,2010,58,7.25,2.13
4,2010,58,7.25,2.13
5,2010,58,7.25,2.13
6,2010,58,7.25,2.13
7,2010,58,7.25,2.13
8,2010,58,7.25,2.13
9,2010,58,7.25,2.13
10,2010,58,7.25,2.13
11,2010,58,7.25,2.13
12,2010,58,7.25,2.13
1,2011,58,7.25,2.13
2,2011,58,7.25,2.13
3,2011,58,7.25,2.13
4,2011,58,7.25,2.13
5,2011,58,7.25,2.13
6,2011,58,7.25,2.13
7,2011,58,7.25,2.13
8,2011,58,7.25,2.13
9,2011,58,7.25,2.13
10,2011,58,7.25,2.13
11,2011,58,7.25,2.13
12,2011,58,7.25,2.13
1,2012,58,7.25,2.13
2,2012,58,7.25,2.13
3,2012,58,7.25,2.13
4,2012,58,7.25,2.13
5,2012,58,7.25,2.13
6,2012,58,7.25,2.13
7,2012,58,7.25,2.13
8,2012,58,7.25,2.13
9,2012,58,7.25,2.13
10,2012,58,7.25,2.13
11,2012,58,7.25,2.13
12,2012,58,7.25,2.13
1,2013,58,7.25,2.13
2,2013,58,7.25,2.13
3,2013,58,7.25,2.13
4,2013,58,7.25,2.13
5,2013,58,7.25,2.13
6,2013,58,7.25,2.13
7,2013,58,7.25,2.13
8,2013,58,7.25,2.13
9,2013,58,7.25,2.13
10,2013,58,7.25,2.13
11,2013,58,7.25,2.13
12,2013,58,7.25,2.13
1,2014,58,7.25,2.13
2,2014,58,7.25,2.13
3,2014,58,7.25,2.13
4,2014,58,7.25,2.13
5,2014,58,7.25,2.13
6,2014,58,7.25,2.13
7,2014,58,7.25,2.13
8,2014,58,7.25,2.13
9,2014,58,7.25,2.13
10,2014,58,7.25,2.13
11,2014,58,7.25,2.13
12,2014,58,7.25,2.13
1,2015,58,7.25,2.13
2,2015,58,7.25,2.13
3,2015,58,7.25,2.13
4,2015,58,7.25,2.13
5,2015,58,7.25,2.13
6,2015,58,7.25,2.13
7,2015,58,7.25,2.13
8,2015,58,7.25,2.13
9,2015,58,7.25,2.13
10,2015,58,7.25,2.13
11,2015,58,7.25,2.13
12,2015,58,7.25,2.13
1,2016,58,7.25,2.13
2,2016,58,7.25,2.13
3,2016,58,7.25,2.13
4,2016,58,7.25,2.13
5,2016,58,7.25,2.13
6,2016,58,7.25,2.13
7,2016,58,7.25,2.13
8,2016,58,7.25,2.13
9,2016,58,7.25,2.13
10,2016,58,7.25,2.13
11,2016,58,7.25,2.13
12,2016,58,7.25,2.13
1,2017,58,7.25,2.13
2,2017,58,7.25,2.13
3,2017,58,7.25,2.13
4,2017,58,7.25,2.13
5,2017,58,7.25,2.13
6,2017,58,7.25,2.13
7,2017,58,7.25,2.13
8,2017,58,7.25,2.13
9,2017,58,7.25,2.13
10,2017,58,7.25,2.13
11,2017,58,7.25,2.13
12,2017,58,7.25,2.13
1,2018,58,7.25,2.13
2,2018,58,7.25,2.13
3,2018,58,7.25,2.13
4,2018,58,7.25,2.13
5,2018,58,7.25,2.13
6,2018,58,7.25,2.13
7,2018,58,7.25,2.13
8,2018,58,7.25,2.13
9,2018,58,7.25,2.13
10,2018,58,7.25,2.13
11,2018,58,7.25,2.13
12,2018,58,7.25,2.13
1,2019,58,7.25,2.13
2,2019,58,7.25,2.13
3,2019,58,7.25,2.13
4,2019,58,7.25,2.13
5,2019,58,7.25,2.13
6,2019,58,7.25,2.13
7,2019,58,7.25,2.13
8,2019,58,7.25,2.13
9,2019,58,7.25,2.13
10,2019,58,7.25,2.13
11,2019,58,7.25,2.13
12,2019,58,7.25,2.13
1,2020,58,7.25,2.13
2,2020,58,7.25,2.13
3,2020,58,7.25,2.13
4,2020,58,7.25,2.13
5,2020,58,7.25,2.13
6,2020,58,7.25,2.13
7,2020,58,7.25,2.13
8,2020,58,7.25,2.13
9,2020,58,7.25,2.13
10,2020,58,7.25,2.13
11,2020,58,7.25,2.13
12,2020,58,7.25,2.13
1,2021,58,7.25,2.13
2,2021,58,7.25,2.13
3,2021,58,7.25,2.13
4,2021,58,7.25,2.13
5,2021,58,7.25,2.13
6,2021,58,7.25,2.13
7,2021,58,7.25,2.13
8,2021,58,7.25,2.13
9,2021,58,7.25,2.13
10,2021,58,7.25,2.13
11,2021,58,7.25,2.13
12,2021,58,7.25,2.13
1,2022,58,7.25,2.13
2,2022,58,7.25,2.13
3,2022,58,7.25,2.13
4,2022,58,7.25,2.13
5,2022,58,7.25,2.13
6,2022,58,7.25,2.13
7,2022,58,7.25,2.13
8,2022,58,7.25,2.13
9,2022,58,7.25,2.13
10,2022,58,7.25,2.13
11,2022,58,7.25,2.13
12,2022,58,7.25,2.13
1,2023,58,7.25,2.13
2,2023,58,7.25,2.13
3,2023,58,7.25,2.13
4,2023,58,7.25,2.13
5,2023,58,7.25,2.13
6,2023,58,7.25,2.13
7,2023,58,7.25,2.13
8,2023,58,7.25,2.13
9,2023,58,7.25,2.13
10,2023,58,7.25,2.13
11,2023,58,7.25,2.13
12,2023,58,7.25,2.13
1,2024,58,7.25,2.13
2,2024,58,7.25,2.13
3,2024,58,7.25,2.13
4,2024,58,7.25,2.13
5,2024,58,7.25,2.13
6,2024,58,7.25,2.13
7,2024,58,7.25,2.13
8,2024,58,7.25,2.13
9,2024,58,7.25,2.13
10,2024,58,7.25,2.13
11,2024,58,7.25,2.13
12,2024,58,7.25,2.13
1,2025,58,7.25,2.13
2,2025,58,7.25,2.13
3,2025,58,7.25,2.13
4,2025,58,7.25,2.13
5,2025,58,7.25,2.13
6,2025,58,7.25,2.13
7,2025,58,7.25,2.13
8,2025,58,7.25,2.13
9,2025,58,7.25,2.13
10,2025,58,7.25,2.13
11,2025,58,7.25,2.13
12,2025,58,7.25,2.13
1,2026,58,7.25,2.13
2,2026,58,7.25,2.13
3,2026,58,7.25,2.13
4,2026,58,7.25,2.13
5,2026,58,7.25,2.13
6,2026,58,7.25,2.13
7,2026,58,7.25,2.13
8,2026,58,7.25,2.13
9,2026,58,7.25,2.13
10,2026,58,7.25,2.13
11,2026,58,7.25,2.13
12,2026,58,7.25,2.13
1,2009,59,7.21,4.19
2,2009,59,7.21,4.19
3,2009,59,7.21,4.19
4,2009,59,7.21,4.19
5,2009,59,7.21,4.19
6,2009,59,7.21,4.19
7,2009,59,7.25,4.23
8,2009,59,7.25,4.23
9,2009,59,7.25,4.23
10,2009,59,7.25,4.23
11,2009,59,7.25,4.23
12,2009,59,7.25,4.23
1,2010,59,7.25,4.23
2,2010,59,7.25,4.23
3,2010,59,7.25,4.23
4,2010,59,7.25,4.23
5,2010,59,7.25,4.23
6,2010,59,7.25,4.23
7,2010,59,7.25,4.23
8,2010,59,7.25,4.23
9,2010,59,7.25,4.23
10,2010,59,7.25,4.23
11,2010,59,7.25,4.23
12,2010,59,7.25,4.23
1,2011,59,7.25,4.23
2,2011,59,7.25,4.23
3,2011,59,7.25,4.23
4,2011,59,7.25,4.23
5,2011,59,7.25,4.23
6,2011,59,7.31,4.29
7,2011,59,7.31,4.29
8,2011,59,7.31,4.29
9,2011,59,7.31,4.29
10,2011,59,7.31,4.29
11,2011,59,7.31,4.29
12,2011,59,7.31,4.29
1,2012,59,7.67,4.65
2,2012,59,7.67,4.65
3,2012,59,7.67,4.65
4,2012,59,7.67,4.65
5,2012,59,7.67,4.65
6,2012,59,7.67,4.65
7,2012,59,7.67,4.65
8,2012,59,7.67,4.65
9,2012,59,7.67,4.65
10,2012,59,7.67,4.65
11,2012,59,7.67,4.65
12,2012,59,7.67,4.65
1,2013,59,7.79,4.77
2,2013,59,7.79,4.77
3,2013,59,7.79,4.77
4,2013,59,7.79,4.77
5,2013,59,7.79,4.77
6,2013,59,7.79,4.77
7,2013,59,7.79,4.77
8,2013,59,7.79,4.77
9,2013,59,7.79,4.77
10,2013,59,7.79,4.77
11,2013,59,7.79,4.77
12,2013,59,7.79,4.77
1,2014,59,7.93,4.91
2,2014,59,7.93,4.91
3,2014,59,7.93,4.91
4,2014,59,7.93,4.91
5,2014,59,7.93,4.91
6,2014,59,7.93,4.91
7,2014,59,7.93,4.91
8,2014,59,7.93,4.91
9,2014,59,7.93,4.91
10,2014,59,7.93,4.91
11,2014,59,7.93,4.91
12,2014,59,7.93,4.91
1,2015,59,8.05,5.03
2,2015,59,8.05,5.03
3,2015,59,8.05,5.03
4,2015,59,8.05,5.03
5,2015,59,8.05,5.03
6,2015,59,8.05,5.03
7,2015,59,8.05,5.03
8,2015,59,8.05,5.03
9,2015,59,8.05,5.03
10,2015,59,8.05,5.03
11,2015,59,8.05,5.03
12,2015,59,8.05,5.03
1,2016,59,8.05,5.03
2,2016,59,8.05,5.03
3,2016,59,8.05,5.03
4,2016,59,8.05,5.03
5,2016,59,8.05,5.03
6,2016,59,8.05,5.03
7,2016,59,8.05,5.03
8,2016,59,8.05,5.03
9,2016,59,8.05,5.03
10,2016,59,8.05,5.03
11,2016,59,8.05,5.03
12,2016,59,8.05,5.03
1,2017,59,8.10,5.08
2,2017,59,8.10,5.08
3,2017,59,8.10,5.08
4,2017,59,8.10,5.08
5,2017,59,8.10,5.08
6,2017,59,8.10,5.08
7,2017,59,8.10,5.08
8,2017,59,8.10,5.08
9,2017,59,8.10,5.08
10,2017,59,8.10,5.08
11,2017,59,8.10,5.08
12,2017,59,8.10,5.08
1,2018,59,8.25,5.23
2,2018,59,8.25,5.23
3,2018,59,8.25,5.23
4,2018,59,8.25,5.23
5,2018,59,8.25,5.23
6,2018,59,8.25,5.23
7,2018,59,8.25,5.23
8,2018,59,8.25,5.23
9,2018,59,8.25,5.23
10,2018,59,8.25,5.23
11,2018,59,8.25,5.23
12,2018,59,8.25,5.23
1,2019,59,8.46,5.44
2,2019,59,8.46,5.44
3,2019,59,8.46,5.44
4,2019,59,8.46,5.44
5,2019,59,8.46,5.44
6,2019,59,8.46,5.44
7,2019,59,8.46,5.44
8,2019,59,8.46,5.44
9,2019,59,8.46,5.44
10,2019,59,8.46,5.44
11,2019,59,8.46,5.44
12,2019,59,8.46,5.44
1,2020,59,8.65,5.63
2,2020,59,8.65,5.63
3,2020,59,8.65,5.63
4,2020,59,8.65,5.63
5,2020,59,8.65,5.63
6,2020,59,8.65,5.63
7,2020,59,8.65,5.63
8,2020,59,8.65,5.63
9,2020,59,8.65,5.63
10,2020,59,8.65,5.63
11,2020,59,8.65,5.63
12,2020,59,8.65,5.63
1,2021,59,8.87,5.85
2,2021,59,8.87,5.85
3,2021,59,8.87,5.85
4,2021,59,8.87,5.85
5,2021,59,8.87,5.85
6,2021,59,8.87,5.85
7,2021,59,8.87,5.85
8,2021,59,8.87,5.85
9,2021,59,8.87,5.85
10,2021,59,8.87,5.85
11,2021,59,8.87,5.85
12,2021,59,8.87,5.85
1,2022,59,9.09,6.07
2,2022,59,9.09,6.07
3,2022,59,9.09,6.07
4,2022,59,9.09,6.07
5,2022,59,9.09,6.07
6,2022,59,9.09,6.07
7,2022,59,9.09,6.07
8,2022,59,9.09,6.07
9,2022,59,9.09,6.07
10,2022,59,9.09,6.07
11,2022,59,9.09,6.07
12,2022,59,9.09,6.07
1,2023,59,9.31,6.29
2,2023,59,9.31,6.29
3,2023,59,9.31,6.29
4,2023,59,9.31,6.29
5,2023,59,9.31,6.29
6,2023,59,9.31,6.29
7,2023,59,9.31,6.29
8,2023,59,9.31,6.29
9,2023,59,9.31,6.29
10,2023,59,9.31,6.29
11,2023,59,9.31,6.29
12,2023,59,9.31,6.29
1,2024,59,9.54,6.52
2,2024,59,9.54,6.52
3,2024,59,9.54,6.52
4,2024,59,9.54,6.52
5,2024,59,9.54,6.52
6,2024,59,9.54,6.52
7,2024,59,9.54,6.52
8,2024,59,9.54,6.52
9,2024,59,9.54,6.52
10,2024,59,9.54,6.52
11,2024,59,9.54,6.52
12,2024,59,9.54,6.52
1,2025,59,9.77,6.75
2,2025,59,9.77,6.75
3,2025,59,9.77,6.75
4,2025,59,9.77,6.75
5,2025,59,9.77,6.75
6,2025,59,9.77,6.75
7,2025,59,9.77,6.75
8,2025,59,9.77,6.75
9,2025,59,9.77,6.75
10,2025,59,9.77,6.75
11,2025,59,9.77,6.75
12,2025,59,9.77,6.75
1,2026,59,10.00,6.98
2,2026,59,10.00,6.98
3,2026,59,10.00,6.98
4,2026,59,10.00,6.98
5,2026,59,10.00,6.98
6,2026,59,10.00,6.98
7,2026,59,10.00,6.98
8,2026,59,10.00,6.98
9,2026,59,10.00,6.98
10,2026,59,10.00,6.98
11,2026,59,10.00,6.98
12,2026,59,10.00,6.98
1,2009,61,6.55,2.13
2,2009,61,6.55,2.13
3,2009,61,6.55,2.13
4,2009,61,6.55,2.13
5,2009,61,6.55,2.13
6,2009,61,6.55,2.13
7,2009,61,7.25,2.13
8,2009,61,7.25,2.13
9,2009,61,7.25,2.13
10,2009,61,7.25,2.13
11,2009,61,7.25,2.13
12,2009,61,7.25,2.13
1,2010,61,7.25,2.13
2,2010,61,7.25,2.13
3,2010,61,7.25,2.13
4,2010,61,7.25,2.13
5,2010,61,7.25,2.13
6,2010,61,7.25,2.13
7,2010,61,7.25,2.13
8,2010,61,7.25,2.13
9,2010,61,7.25,2.13
10,2010,61,7.25,2.13
11,2010,61,7.25,2.13
12,2010,61,7.25,2.13
1,2011,61,7.25,2.13
2,2011,61,7.25,2.13
3,2011,61,7.25,2.13
4,2011,61,7.25,2.13
5,2011,61,7.25,2.13
6,2011,61,7.25,2.13
7,2011,61,7.25,2.13
8,2011,61,7.25,2.13
9,2011,61,7.25,2.13
10,2011,61,7.25,2.13
11,2011,61,7.25,2.13
12,2011,61,7.25,2.13
1,2012,61,7.25,2.13
2,2012,61,7.25,2.13
3,2012,61,7.25,2.13
4,2012,61,7.25,2.13
5,2012,61,7.25,2.13
6,2012,61,7.25,2.13
7,2012,61,7.25,2.13
8,2012,61,7.25,2.13
9,2012,61,7.25,2.13
10,2012,61,7.25,2.13
11,2012,61,7.25,2.13
12,2012,61,7.25,2.13
1,2013,61,7.25,2.13
2,2013,61,7.25,2.13
3,2013,61,7.25,2.13
4,2013,61,7.25,2.13
5,2013,61,7.25,2.13
6,2013,61,7.25,2.13
7,2013,61,7.25,2.13
8,2013,61,7.25,2.13
9,2013,61,7.25,2.13
10,2013,61,7.25,2.13
11,2013,61,7.25,2.13
12,2013,61,7.25,2.13
1,2014,61,7.25,2.13
2,2014,61,7.25,2.13
3,2014,61,7.25,2.13
4,2014,61,7.25,2.13
5,2014,61,7.25,2.13
6,2014,61,7.25,2.13
7,2014,61,7.25,2.13
8,2014,61,7.25,2.13
9,2014,61,7.25,2.13
10,2014,61,7.25,2.13
11,2014,61,7.25,2.13
12,2014,61,7.25,2.13
1,2015,61,7.25,2.13
2,2015,61,7.25,2.13
3,2015,61,7.25,2.13
4,2015,61,7.25,2.13
5,2015,61,7.25,2.13
6,2015,61,7.25,2.13
7,2015,61,7.25,2.13
8,2015,61,7.25,2.13
9,2015,61,7.25,2.13
10,2015,61,7.25,2.13
11,2015,61,7.25,2.13
12,2015,61,7.25,2.13
1,2016,61,7.25,2.13
2,2016,61,7.25,2.13
3,2016,61,7.25,2.13
4,2016,61,7.25,2.13
5,2016,61,7.25,2.13
6,2016,61,7.25,2.13
7,2016,61,7.25,2.13
8,2016,61,7.25,2.13
9,2016,61,7.25,2.13
10,2016,61,7.25,2.13
11,2016,61,7.25,2.13
12,2016,61,7.25,2.13
1,2017,61,7.25,2.13
2,2017,61,7.25,2.13
3,2017,61,7.25,2.13
4,2017,61,7.25,2.13
5,2017,61,7.25,2.13
6,2017,61,7.25,2.13
7,2017,61,7.25,2.13
8,2017,61,7.25,2.13
9,2017,61,7.25,2.13
10,2017,61,7.25,2.13
11,2017,61,7.25,2.13
12,2017,61,7.25,2.13
1,2018,61,7.25,2.13
2,2018,61,7.25,2.13
3,2018,61,7.25,2.13
4,2018,61,7.25,2.13
5,2018,61,7.25,2.13
6,2018,61,7.25,2.13
7,2018,61,7.25,2.13
8,2018,61,7.25,2.13
9,2018,61,7.25,2.13
10,2018,61,7.25,2.13
11,2018,61,7.25,2.13
12,2018,61,7.25,2.13
1,2019,61,7.25,2.13
2,2019,61,7.25,2.13
3,2019,61,7.25,2.13
4,2019,61,7.25,2.13
5,2019,61,7.25,2.13
6,2019,61,7.25,2.13
7,2019,61,7.25,2.13
8,2019,61,7.25,2.13
9,2019,61,7.25,2.13
10,2019,61,7.25,2.13
11,2019,61,7.25,2.13
12,2019,61,7.25,2.13
1,2020,61,7.25,2.13
2,2020,61,7.25,2.13
3,2020,61,7.25,2.13
4,2020,61,7.25,2.13
5,2020,61,7.25,2.13
6,2020,61,7.25,2.13
7,2020,61,7.25,2.13
8,2020,61,7.25,2.13
9,2020,61,7.25,2.13
10,2020,61,7.25,2.13
11,2020,61,7.25,2.13
12,2020,61,7.25,2.13
1,2021,61,7.25,2.13
2,2021,61,7.25,2.13
3,2021,61,7.25,2.13
4,2021,61,7.25,2.13
5,2021,61,7.25,2.13
6,2021,61,7.25,2.13
7,2021,61,7.25,2.13
8,2021,61,7.25,2.13
9,2021,61,7.25,2.13
10,2021,61,7.25,2.13
11,2021,61,7.25,2.13
12,2021,61,7.25,2.13
1,2022,61,7.25,2.13
2,2022,61,7.25,2.13
3,2022,61,7.25,2.13
4,2022,61,7.25,2.13
5,2022,61,7.25,2.13
6,2022,61,7.25,2.13
7,2022,61,7.25,2.13
8,2022,61,7.25,2.13
9,2022,61,7.25,2.13
10,2022,61,7.25,2.13
11,2022,61,7.25,2.13
12,2022,61,7.25,2.13
1,2023,61,7.25,2.13
2,2023,61,7.25,2.13
3,2023,61,7.25,2.13
4,2023,61,7.25,2.13
5,2023,61,7.25,2.13
6,2023,61,7.25,2.13
7,2023,61,7.25,2.13
8,2023,61,7.25,2.13
9,2023,61,7.25,2.13
10,2023,61,7.25,2.13
11,2023,61,7.25,2.13
12,2023,61,7.25,2.13
1,2024,61,7.25,2.13
2,2024,61,7.25,2.13
3,2024,61,7.25,2.13
4,2024,61,7.25,2.13
5,2024,61,7.25,2.13
6,2024,61,7.25,2.13
7,2024,61,7.25,2.13
8,2024,61,7.25,2.13
9,2024,61,7.25,2.13
10,2024,61,7.25,2.13
11,2024,61,7.25,2.13
12,2024,61,7.25,2.13
1,2025,61,7.25,2.13
2,2025,61,7.25,2.13
3,2025,61,7.25,2.13
4,2025,61,7.25,2.13
5,2025,61,7.25,2.13
6,2025,61,7.25,2.13
7,2025,61,7.25,2.13
8,2025,61,7.25,2.13
9,2025,61,7.25,2.13
10,2025,61,7.25,2.13
11,2025,61,7.25,2.13
12,2025,61,7.25,2.13
1,2026,61,7.25,2.13
2,2026,61,7.25,2.13
3,2026,61,7.25,2.13
4,2026,61,7.25,2.13
5,2026,61,7.25,2.13
6,2026,61,7.25,2.13
7,2026,61,7.25,2.13
8,2026,61,7.25,2.13
9,2026,61,7.25,2.13
10,2026,61,7.25,2.13
11,2026,61,7.25,2.13
12,2026,61,7.25,2.13
1,2009,62,6.55,2.13
2,2009,62,6.55,2.13
3,2009,62,6.55,2.13
4,2009,62,6.55,2.13
5,2009,62,6.55,2.13
6,2009,62,6.55,2.13
7,2009,62,7.25,2.13
8,2009,62,7.25,2.13
9,2009,62,7.25,2.13
